제목,날짜,내용
[햇반] 매일 콩잡곡밥 2종,2021-02-25,[햇반] 매일 콩잡곡밥 8개입 햇반진리임...햇바나ㅉㅇ..
[햇반] 매일 콩잡곡밥 2종,2021-02-25,쟁여두지 않으면 불안한 필수품입니다. [햇반] 매일 콩잡곡밥 8개입 늘 넉넉하게 구비~~
[햇반] 매일 콩잡곡밥 2종,2021-02-24,콩잡곡밥도 있었네요~ 넘 좋아요! [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-02-22,[햇반] 매일 콩잡곡밥 8개입 콩 잡곡밥이라 흰밥보다 영양가가 더 있을것 같아요.
[햇반] 매일 콩잡곡밥 2종,2021-02-21,[햇반] 매일 콩잡곡밥 8개입 햇반이 최고입니다~
[햇반] 매일 콩잡곡밥 2종,2021-02-19,[햇반] 매일 콩잡곡밥 8개입 다먹고 재구매했어요 마켓컬리에서 편하게 살수있어서 좋아요~~
[햇반] 매일 콩잡곡밥 2종,2021-02-18,[햇반] 매일 콩잡곡밥 8개입 흰밥 싫어서 주문했어요 건강해지는 기분
[햇반] 매일 콩잡곡밥 2종,2021-02-18,[햇반] 매일 콩잡곡밥 8개입 찰밥같이 촉촉하고 막있어요
[햇반] 매일 콩잡곡밥 2종,2021-02-17,"[햇반] 매일 콩잡곡밥 낱개 강낭콩이 있을 줄 알았는데, 잡곡밥에 병아리콩이 들어간 밥이었네요. 고소하고 맛있고 건강한 밥이에요."
[햇반] 매일 콩잡곡밥 2종,2021-02-17,병아리콩도 있어서 맛있어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-02-14,이것도 나름 먹을만해요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-02-14,이것만 먹어요. 가격이 좀 있어서 세일 좀 했으면 좋겠어요. 적은 용량도 있으면 더 유용할듯요. [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-02-14,[햇반] 매일 콩잡곡밥 8개입 콩들어가서 건강한 한끼요^^
[햇반] 매일 콩잡곡밥 2종,2021-02-13,콩잡곡밥도 맛있어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-02-11,[햇반] 매일 콩잡곡밥 8개입 햇반이지만 건강하게 먹어보려 구매했어요
[햇반] 매일 콩잡곡밥 2종,2021-02-11,[햇반] 매일 콩잡곡밥 8개입 떨어지면 구매합니다 간편해요
[햇반] 매일 콩잡곡밥 2종,2021-02-11,[햇반] 매일 콩잡곡밥 8개입 콩밥이라 구매했어요
[햇반] 매일 콩잡곡밥 2종,2021-02-10,콩밥 좋아하는데 간편하게 먹으니 좋아요^^ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-02-10,[햇반] 매일 콩잡곡밥 8개입 밥 안해놧을 때 급하게 먹으려구~ 항상 주문합니다 좋아여
[햇반] 매일 콩잡곡밥 2종,2021-02-09,[햇반] 매일 콩잡곡밥 8개입 혼밥할때 건강한 잡곡밥을 편하게 챙겨먹을수 있어 좋아용
[햇반] 매일 콩잡곡밥 2종,2021-02-08,[햇반] 매일 콩잡곡밥 8개입 맛있네요 ㅎㅎㅎㅎㅎㅎㄹ
[햇반] 매일 콩잡곡밥 2종,2021-02-07,[햇반] 매일 콩잡곡밥 8개입 햇반은 비상으로 사둬여지요...
[햇반] 매일 콩잡곡밥 2종,2021-02-07,[햇반] 매일 콩잡곡밥 8개입 흰쌀밥보단 콩잡곡밥을 먹음 좋을듯 해서구입해요.
[햇반] 매일 콩잡곡밥 2종,2021-02-06,[햇반] 매일 콩잡곡밥 8개입 떨어지면 구매합니다.
[햇반] 매일 콩잡곡밥 2종,2021-02-06,지난번에도 맛있어서 이번에 재구매 했습니다 없으면 안 돼요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-02-06,[햇반] 매일 콩잡곡밥 낱개 비상용으로 즉석밥!
[햇반] 매일 콩잡곡밥 2종,2021-02-06,[햇반] 매일 콩잡곡밥 8개입 콩이있어 씹는 맛도 있음
[햇반] 매일 콩잡곡밥 2종,2021-02-05,[햇반] 매일 콩잡곡밥 8개입 잘 먹었어요...
[햇반] 매일 콩잡곡밥 2종,2021-02-05,늘 흰밥만 먹다가 잡곡 먹으니 건강해지는 기분. ㅋㅋ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-02-05,유부초밥에 넣어먹었어요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-02-05,[햇반] 매일 콩잡곡밥 8개입 잡곡밥 좋아해서 맛있네요
[햇반] 매일 콩잡곡밥 2종,2021-02-04,[햇반] 매일 콩잡곡밥 8개입 먹기 간편해서 종종구매해요
[햇반] 매일 콩잡곡밥 2종,2021-02-03,콩잡곡밥은 첨인데 맛 괜찮네요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-02-03,[햇반] 매일 콩잡곡밥 8개입 한끼식사량으로 적당
[햇반] 매일 콩잡곡밥 2종,2021-02-03,[햇반] 매일 콩잡곡밥 8개입 흰쌀밥을 워낙 싫어해서 잡곡 햔미 위주로 사먹는데 결국 늘 요걸 사게 되네요
[햇반] 매일 콩잡곡밥 2종,2021-02-02,[햇반] 매일 콩잡곡밥 8개입 급하게 즉석밥 필요해서 구입
[햇반] 매일 콩잡곡밥 2종,2021-02-01,[햇반] 매일 콩잡곡밥 8개입 좀 비싸지만 너무 간편
[햇반] 매일 콩잡곡밥 2종,2021-02-01,[햇반] 매일 콩잡곡밥 8개입 밥하기 싫을때 하나씩
[햇반] 매일 콩잡곡밥 2종,2021-01-30,[햇반] 매일 콩잡곡밥 8개입 역시 너무 좋네요 ~
[햇반] 매일 콩잡곡밥 2종,2021-01-27,[햇반] 매일 콩잡곡밥 8개입 필요할때가 있어서 번들로 구입했어요~
[햇반] 매일 콩잡곡밥 2종,2021-01-27,[햇반] 매일 콩잡곡밥 8개입 건강에도 좋은 콩잡곡밥이라서 좋네요
[햇반] 매일 콩잡곡밥 2종,2021-01-26,[햇반] 매일 콩잡곡밥 8개입 잡곡을 먹으려 노력중인데 딱이에요~~
[햇반] 매일 콩잡곡밥 2종,2021-01-26,[햇반] 매일 콩잡곡밥 8개입 반 찰지고 좋아요유
[햇반] 매일 콩잡곡밥 2종,2021-01-25,[햇반] 매일 콩잡곡밥 8개입 콩잡곡 맛있어서 좋아요~
[햇반] 매일 콩잡곡밥 2종,2021-01-25,[햇반] 매일 콩잡곡밥 8개입 쟁여놓습니다 맛있어요
[햇반] 매일 콩잡곡밥 2종,2021-01-25,낱개 하나가 이 가격이라면 너무 비싸서 안 샀을 것이다. 물건받고 좀 황당했다. 2종을 사면서 두개들이 하나 오는줄 알았는데 낱개 한개 왔다. 이럴거면 장바구니에 담을 때 6종과 2종중 왜 선택해야하는 창이 떴는지 이해가 안간다. [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-02-14,"상품은 낱개 1개입 상품과 6개입 상품 중 선택하셔서 구매 가능하며, 옵션명에서는 2종 및 2개입 상품이 확인되지 않으며 추후 더욱 만족스러운 상품 제공을 위해 컬리 최선을 다하겠습니다. 감사합니다. 마켓컬리 드림. 상풍명 선택가이드에 자세한 내용 확인이 가능한 점 양해부탁드립니다. 추가 궁금하신 사안이 있으시다면 언제든 고객행복센로 문의 주시면 고객님의 입장에서 고민하고 안내하는 컬리가 되겠습니다.  상품 이용에 불편을 겪으시거나, 문의주신 상품은 2개의 옵션이 포함되어 있어 2종으로 상품명이 기재되어있는 점 안내드리며, 먼저 구매하신 상품에 아쉬운 후기를 확인하여 고객님께 만족스러운 상품을 전달드리지 못한 것 같아 죄송합니다. 안녕하세요, 고객님. 마켓컬리 입니다. 상품 페이지에서 옵션별로 선택 가능한 점 참고부탁드립니다."
[햇반] 매일 콩잡곡밥 2종,2021-01-24,흰 밥 질릴때 먹고싶어서 구매했어요. 맛있어요^^ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-01-23,[햇반] 매일 콩잡곡밥 8개입 딴거도 잡곡 먹어봤는데 이거 괜찮네요
[햇반] 매일 콩잡곡밥 2종,2021-01-23,[햇반] 매일 콩잡곡밥 8개입 처음구매해요 맛있기를 기대해요
[햇반] 매일 콩잡곡밥 2종,2021-01-23,역시 햇반이 제일 맛있죠. [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-01-22,늘 믿고 재구매하는 밥 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-01-22,콩밥 좋아하는 편이라 잘 사먹어요. [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-01-21,[햇반] 매일 콩잡곡밥 8개입 급할때 먹기 좋아요
[햇반] 매일 콩잡곡밥 2종,2021-01-20,"콩밥은 처음 사보는데, 맛있어요. 든든하게 한 끼 잘먹었어요. [햇반] 매일 콩잡곡밥 8개입"
[햇반] 매일 콩잡곡밥 2종,2021-01-20,[햇반] 매일 콩잡곡밥 8개입 매번 쟁여두는 제품이에요. ㅎㅎㅎ
[햇반] 매일 콩잡곡밥 2종,2021-01-18,밥이랑 김치만 먹어도 맛있어요. [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-01-17,즉석밥은 햇반이죠 잡곡밥이라 더 맛있네요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-01-17,[햇반] 매일 콩잡곡밥 8개입 콩잡곡은 처음인데 괜찮아요! 단돈 2000원에 백미말고 잡곡 먹읍시당
[햇반] 매일 콩잡곡밥 2종,2021-01-17,[햇반] 매일 콩잡곡밥 8개입 편리하고 맛있어서 재구매함
[햇반] 매일 콩잡곡밥 2종,2021-01-17,[햇반] 매일 콩잡곡밥 8개입 역시 햇반이 맛있네요
[햇반] 매일 콩잡곡밥 2종,2021-01-15,맛있어요 믿고먹는 햇반! 잡곡밥은 처음인데 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-01-15,잡곡밥으로 자주 사는데 나름 괜찮아요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-01-14,[햇반] 매일 콩잡곡밥 8개입 혼자계신 아빠께 보내드렸어요~ 쟁여놨다가 필요할때 먹음 좋아서요. 만족합니다
[햇반] 매일 콩잡곡밥 2종,2021-01-14,잡곡이라 인스턴트먹는 죄책감이 약간 사라짐ㅋㅋ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-01-14,[햇반] 매일 콩잡곡밥 낱개 구매해봤는데 확실히 흰밥보다 좋아해요
[햇반] 매일 콩잡곡밥 2종,2021-01-14,[햇반] 매일 콩잡곡밥 8개입 늘 구비해두는 비상 식품
[햇반] 매일 콩잡곡밥 2종,2021-01-14,[햇반] 매일 콩잡곡밥 8개입 일반 흰쌀 햇반보다 이런 잡곡밥이 훨씬 맛있어요!
[햇반] 매일 콩잡곡밥 2종,2021-01-14,[햇반] 매일 콩잡곡밥 8개입 간편하고 맛있고 좋아여
[햇반] 매일 콩잡곡밥 2종,2021-01-11,[햇반] 매일 콩잡곡밥 8개입 맛잇게 먹을거에요오
[햇반] 매일 콩잡곡밥 2종,2021-01-11,[햇반] 매일 콩잡곡밥 8개입 밥이 필요해서 주문했습니다
[햇반] 매일 콩잡곡밥 2종,2021-01-10,[햇반] 매일 콩잡곡밥 8개입 햇반이 맛있더라구요
[햇반] 매일 콩잡곡밥 2종,2021-01-09,[햇반] 매일 콩잡곡밥 8개입 6개번들이라 좋네요. 밥맛도 좋아요.
[햇반] 매일 콩잡곡밥 2종,2021-01-09,[햇반] 매일 콩잡곡밥 8개입 백미보단 잡곡밥이 최고
[햇반] 매일 콩잡곡밥 2종,2021-01-09,잡곡밥도 먹어야할것 같아 구매 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-01-08,나가지를 못해서 구입했어요 좋아요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-01-07,[햇반] 매일 콩잡곡밥 8개입 콩이 여성에게 좋다고 합니다
[햇반] 매일 콩잡곡밥 2종,2021-01-06, 요것도 맛있네요. 백미 질릴때 먹으려고 구매했는데 맛있어요^^ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2021-01-06,햇반만 구매하게 되네요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-01-06,[햇반] 매일 콩잡곡밥 8개입 항상 햇반을먹어서 비어지지않게 구매해놔요
[햇반] 매일 콩잡곡밥 2종,2021-01-05,[햇반] 매일 콩잡곡밥 8개입 콩 잡곡 햇반은 처음 구매. 좋음
[햇반] 매일 콩잡곡밥 2종,2021-01-05,[햇반] 매일 콩잡곡밥 8개입 콩이 쪼개져 있어서 부담없이 먹을 수 있어요.
[햇반] 매일 콩잡곡밥 2종,2021-01-04,맛있고 간편해서 좋아요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2021-01-04,[햇반] 매일 콩잡곡밥 8개입 잡곡밥도 처음 주문했는데 괜찮네요.
[햇반] 매일 콩잡곡밥 2종,2021-01-04,[햇반] 매일 콩잡곡밥 8개입 간편하게 먹기좋아요
[햇반] 매일 콩잡곡밥 2종,2021-01-03,[햇반] 매일 콩잡곡밥 8개입 재주문해서 먹고 있습니다
[햇반] 매일 콩잡곡밥 2종,2021-01-03,[햇반] 매일 콩잡곡밥 8개입 잡곡종류는 첫 구매인데 잘 먹을게요.
[햇반] 매일 콩잡곡밥 2종,2021-01-03,[햇반] 매일 콩잡곡밥 8개입 쟁여놓으려구요 잘먹겠습니다
[햇반] 매일 콩잡곡밥 2종,2021-01-03,[햇반] 매일 콩잡곡밥 8개입 갑자기 콩밥이 먹고싶어서 사봤어요.
[햇반] 매일 콩잡곡밥 2종,2021-01-02,[햇반] 매일 콩잡곡밥 8개입 매번 시키는 거에오 ㅎㅎ호
[햇반] 매일 콩잡곡밥 2종,2021-01-02,먹는 햇반!! 엄마 병간호 하느라 [햇반] 매일 콩잡곡밥 8개입 병원에서 간편히 먹어요!!
[햇반] 매일 콩잡곡밥 2종,2021-01-01,[햇반] 매일 콩잡곡밥 8개입 비상용으로 사놓고 있어요~밥맛은 최고~
[햇반] 매일 콩잡곡밥 2종,2020-12-30,[햇반] 매일 콩잡곡밥 8개입 콩밥도 간단히 주문해 먹을수 있어서 좋아요
[햇반] 매일 콩잡곡밥 2종,2020-12-29,햇반일반이랑 발아현미만 시켜 봤는데 병아리콩이 좋아서 시켜봤어요 콩 잡곡 밥은 처음이에요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2020-12-28,[햇반] 매일 콩잡곡밥 낱개 아직 먹어보진 않았지만 음 맛있을거 같애영
[햇반] 매일 콩잡곡밥 2종,2020-12-28,[햇반] 매일 콩잡곡밥 8개입 밥 하기 싫을 때 대용으로 먹으려고 쟁여둡니다
[햇반] 매일 콩잡곡밥 2종,2020-12-28,아직 먹어보진 않았지만 괜찮을듯해요~ [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2020-12-28,[햇반] 매일 콩잡곡밥 8개입 그냥 흰 쌀로 된 햇반보다 쫀득쫀득하고 맛있네요
[햇반] 매일 콩잡곡밥 2종,2020-12-27,회사에서 점심밥으로 먹기 위해 구입했어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2020-12-27,콩이 작은 크기로 들어가서 더 고소하고 맛있어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2020-12-27,[햇반] 매일 콩잡곡밥 8개입 이렇게 한 번에 사다놓고 먹으니 편해요
[햇반] 매일 콩잡곡밥 2종,2020-12-27,[햇반] 매일 콩잡곡밥 낱개 잡곡밥 먹고 싶어 구매
[햇반] 매일 콩잡곡밥 2종,2020-12-26,[햇반] 매일 콩잡곡밥 8개입 자취생 필수템! 그냥 백미보다 잡곡들은게 더 맛잇어욤
[햇반] 매일 콩잡곡밥 2종,2020-12-26,[햇반] 매일 콩잡곡밥 8개입 떨어져서 편하게 구매해요
[햇반] 매일 콩잡곡밥 2종,2020-12-26,[햇반] 매일 콩잡곡밥 8개입 맛있고 따뜻한 잡곡밥이 생각날때 딱 좋네요.
[햇반] 매일 콩잡곡밥 2종,2020-12-25,햇반보다 훨씬 집에서 해 먹는 밥 같아요 사갔고 저도 박스로 쟁여 놓아요  먹어본 친구 세상까다로운데 어째서 특유의 레트로 밥맛이 안나냐고 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2020-12-25,건강밥이라 좋아요. [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2020-12-24,병아리콩 크기가 클까 싶었는데 조각조각 나눠져있어서 먹기 편해서 좋았어용ㅎㅎ [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2020-12-22,보통이여요~~^.^!$ [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2020-12-22,[햇반] 매일 콩잡곡밥 낱개 간단히 식사 준비하고 싶을때 좋아요
[햇반] 매일 콩잡곡밥 2종,2020-12-21,[햇반] 매일 콩잡곡밥 8개입 콩잡곡은 처음이에요
[햇반] 매일 콩잡곡밥 2종,2020-12-20,[햇반] 매일 콩잡곡밥 8개입 저는 콩 크기도 적당해서 먹기 좋네요
[햇반] 매일 콩잡곡밥 2종,2020-12-20,[햇반] 매일 콩잡곡밥 8개입 자주 구매하고 맛있어요 ㅎㅎ
[햇반] 매일 콩잡곡밥 2종,2020-12-20,"남편이 좋아해서 산 거라,, 근데 콩이 거슬리지 않는다고 해야하나 큰 콩을 본 기억이 없어요 맛있는 잡곡밥에 가까웠어요 그래서 우리 부부에게 딱! ㅋ [햇반] 매일 콩잡곡밥 8개입"
[햇반] 매일 콩잡곡밥 2종,2020-12-20,으로 함께 구매했어요 [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2020-12-20,진짜싸다 6개에 7000이라니 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2020-12-20,다양해서 좋아용 ㅎ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2020-12-19,세일해서 구매 했습니다. 콩이 부숴 있어서 먹기에 부담스럽지 않은 것이 장점이긴 하지만 콩이 있는 지를 모르겠어요. [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2020-12-18,[햇반] 매일 콩잡곡밥 8개입 항상 떨어지면 재주문 합니다
[햇반] 매일 콩잡곡밥 2종,2020-12-16,[햇반] 매일 콩잡곡밥 8개입 햇반좋아요 급할때 사용하니 좋습니다
[햇반] 매일 콩잡곡밥 2종,2020-12-16,[햇반] 매일 콩잡곡밥 8개입 큰콩인줄알았는데...조그만 콩이네요...ㅋ
[햇반] 매일 콩잡곡밥 2종,2020-12-15,햇반 좋은 가격에 잘 구매했어요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2020-12-15,[햇반] 매일 콩잡곡밥 8개입 간단히 먹을 수 있는 콩밥//
[햇반] 매일 콩잡곡밥 2종,2020-12-14,[햇반] 매일 콩잡곡밥 8개입 잡곡밥이라 고소하고 맛있어서 쟁여놓고 먹어요
[햇반] 매일 콩잡곡밥 2종,2020-12-14,[햇반] 매일 콩잡곡밥 낱개 쌀밥만 먹어서 구매해봄!^^
[햇반] 매일 콩잡곡밥 2종,2020-12-13,[햇반] 매일 콩잡곡밥 8개입 작은 콩들이 들어가있어요. 콩맛은 잘 안느껴져서 부담없이 먹기 좋아요
[햇반] 매일 콩잡곡밥 2종,2020-12-11,[햇반] 매일 콩잡곡밥 8개입 간단하고 편해서 자주 시킵니다 볶음밥 해먹었어요
[햇반] 매일 콩잡곡밥 2종,2020-12-10,[햇반] 매일 콩잡곡밥 8개입 항상 재구매합니다~~^^
[햇반] 매일 콩잡곡밥 2종,2020-12-08,구매했습니다! 햇반이 잡내가 안나서 좋아요 콩도 크지 않아서 좋았네요! [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2020-12-06,그냥그냥 아이가 콩좋아해서 시켜봤어요 [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2020-12-05,흰밥 지겨울 때 먹으려고 구매했어요. 맛있네요^^ [햇반] 매일 콩잡곡밥 낱개
[햇반] 매일 콩잡곡밥 2종,2020-12-05,근데ㅜ렌틸콩 아닌줄 알았는데 ㅋㅋㅋㅋ [햇반] 매일 콩잡곡밥 8개입
[햇반] 매일 콩잡곡밥 2종,2020-12-05,[햇반] 매일 콩잡곡밥 8개입 거 편하게 사서 먹네요 건강한 느낌
